"[1.0, 0.7566646576510939, 0.7998529943910169, 0.0]"
"[1.0, 0.2730103414292812, 0.3087410192908488, 1.0]"
"[1.0, 0.23019778608119423, 0.2399747383963263, 1.0]"
"[1.0, 0.6765720065803141, 0.7444725983474075, 0.0]"
"[1.0, 0.7784813543863559, 0.8015071113789382, 0.0]"
"[1.0, 0.7740793306976617, 0.7675352829716716, 0.0]"
"[1.0, 0.8577104343062927, 0.828982311317074, 0.0]"
"[1.0, 0.07442002866529017, 0.2687291418575381, 1.0]"
"[1.0, 0.13500877440596343, 0.21980584203416906, 1.0]"
"[1.0, 0.8185093138119315, 0.7937822342958467, 0.0]"
"[1.0, 0.1586845169952318, 0.10263267138547194, 1.0]"
"[1.0, 0.9601925238937777, 0.709497631095226, 0.0]"
"[1.0, 0.8336128195742663, 0.8065389686541796, 0.0]"
"[1.0, 0.9107295062588356, 0.8080673233481399, 0.0]"
"[1.0, 0.7626686582973127, 0.7466113287381722, 0.0]"
"[1.0, 0.9551675042787995, 0.6518111185762324, 0.0]"
"[1.0, 0.7625449472288819, 0.8198196913065372, 0.0]"
"[1.0, 0.850738665671299, 0.8131934963366984, 0.0]"
"[1.0, 0.2296611150370415, 0.12695368685491848, 1.0]"
"[1.0, 0.22322063527166067, 0.27775336620248026, 1.0]"
"[1.0, 0.8368020269215796, 0.8084031317992194, 0.0]"
"[1.0, 0.16224796497897642, 0.19493703013628583, 1.0]"
"[1.0, 0.14626748015052582, 0.2829311847065453, 1.0]"
"[1.0, 0.8677611185052168, 0.8509814926408766, 0.0]"
"[1.0, 0.276125446137309, 0.2796708497488161, 1.0]"
"[1.0, 0.19444404881788369, 0.26776689073462595, 1.0]"
"[1.0, 0.7839690198624554, 0.746110306839637, 0.0]"
"[1.0, 0.25150014370325374, 0.2764715896228622, 1.0]"
"[1.0, 0.8597019501855717, 0.7418326209446222, 0.0]"
"[1.0, 0.2504101465698833, 0.20941306771275914, 1.0]"
"[1.0, 0.7801087139524806, 0.7900030721396235, 0.0]"
"[1.0, 0.7776872178279077, 0.7753888136378716, 0.0]"
"[1.0, 0.053304080062795446, 0.20125937168250854, 1.0]"
"[1.0, 0.2457405522504714, 0.21476352204320465, 1.0]"
"[1.0, 0.14405813850996893, 0.2537813688527458, 1.0]"
"[1.0, 0.8751509266045032, 0.675122884943721, 0.0]"
"[1.0, 0.1615804175212068, 0.3509429913242065, 1.0]"
"[1.0, 0.791483645629988, 0.7584328523505861, 0.0]"
"[1.0, 0.8386560345672448, 0.6138635070608206, 0.0]"
"[1.0, 0.7579967938201606, 0.7493642962522526, 0.0]"
"[1.0, 0.2521778591878763, 0.18991903466183702, 1.0]"
