"[1.0, 0.6686126371026745, 0.7461486570618032, 0.0]"
"[1.0, 0.30059658738630096, 0.368894096367482, 1.0]"
"[1.0, 0.4831094762517323, 0.24106158278144127, 1.0]"
"[1.0, 0.7986989213733605, 0.660423062683669, 0.0]"
"[1.0, 0.31873585029899026, 0.3269954796581326, 1.0]"
"[1.0, 0.3907026895537081, 0.4103086040466037, 1.0]"
"[1.0, 0.3497476175691381, 0.21139696953495093, 1.0]"
"[1.0, 0.63540133011552, 0.6834265558436126, 0.0]"
"[1.0, 0.6833045574981087, 0.7288090515409476, 0.0]"
"[1.0, 0.47350892825538043, 0.5956041205774881, 0.0]"
"[1.0, 0.37277833869136023, 0.45029404368609993, 1.0]"
"[1.0, 0.6331956151510387, 0.6338910666787666, 0.0]"
"[1.0, 0.7954178734763357, 0.50120210573088, 0.0]"
"[1.0, 0.2497711594953617, 0.4573355747001267, 1.0]"
"[1.0, 0.417182054730708, 0.6487433680759275, 1.0]"
"[1.0, 0.7375061378664306, 0.8440017237129759, 0.0]"
"[1.0, 0.6301949210954894, 0.8231210786060313, 0.0]"
"[1.0, 0.7744502146274128, 0.5782684803433683, 0.0]"
"[1.0, 0.5605727213455282, 0.9231513384990362, 0.0]"
"[1.0, 0.8040432939746147, 0.7333061277414816, 0.0]"
"[1.0, 0.377989981687394, 0.3848698097953208, 1.0]"
"[1.0, 0.4708753565073129, 0.21406961668484775, 1.0]"
"[1.0, 0.7070781490494884, 0.7041127160270075, 0.0]"
"[1.0, 0.39271005382559504, 0.40562665662336633, 1.0]"
"[1.0, 0.4117938539646554, 0.3554146591814678, 1.0]"
"[1.0, 0.3126992297699613, 0.27304358250981475, 1.0]"
"[1.0, 0.22008357144130195, 0.22560375489688936, 1.0]"
"[1.0, 0.41750073585136444, 0.41318771341369853, 1.0]"
"[1.0, 0.5834744947196463, 0.5665122752109608, 0.0]"
"[1.0, 0.5613847431980741, 0.791439097157655, 0.0]"
"[1.0, 0.37452922449869247, 0.07276688599860932, 1.0]"
"[1.0, 0.7388043125633522, 0.6207317452349856, 0.0]"
